Id,First Name,Last Name,Stars,Position,Archetype,Overall,Height,Weight,School,Hometown,State,Carrying,Agility,Catching,Zone Coverage,Man Coverage,Football IQ,Kick Accuracy,Kick Power,Pass Block,Pass Rush,Punt Accuracy,Punt Power,Route Running,Run Block,Run Defense,Speed,Strength,Tackle,Throw Power,Throw Accuracy,Injury,Stamina,Discipline,Academic,Free Agency,Personality,Recruiting,Work Ethic,Progression,Potential,Year,Team,Redshirt,JerseyNum
1313,Jose,Gabriel,3,OT,Run Blocking,43,76,301,Ridgefield,Ridgefield,CT,18,27,16,20,17,29,6,2,36,14,7,7,5,53,10,25,56,14,10,12,57,58,55,Average,Average,Average,Prefers to play for a recent national championship winner,Focuses on Max Weight,60,B,4,42,FALSE,
1438,Cesar,Jones,3,ILB,Speed,41,72,219,Basile,Basile,LA,13,43,20,43,42,34,3,6,5,27,7,6,13,6,49,67,40,39,11,11,38,45,48,Distracted,Average,Average,Average,Average,51,C+,4,42,FALSE,
1521,Dan,Nido,3,OG,Pass Blocking,41,73,293,Palmer Ridge,Monument,CO,19,24,19,14,14,31,2,8,47,20,8,10,8,35,13,23,55,17,18,16,39,38,27,Seeks out tutoring,Average,Average,Average,Average,58,B-,4,42,FALSE,
1598,Erik,Phelps,3,FS,Zone Coverage,41,72,193,Mullins,Mullins,SC,18,44,18,51,36,40,3,3,4,11,1,10,4,7,27,53,24,31,19,11,63,50,44,Average,Hates Tags,Average,Average,Average,50,B-,4,42,FALSE,
1963,Mason,Stone,2,DT,Nose Tackle,34,76,303,South Forsyth,Cumming,GA,12,22,12,9,7,20,7,10,11,21,7,6,10,2,41,24,44,40,7,6,50,49,54,Wants to finish degree,Average,Average,Average,Average,45,B-,4,42,FALSE,
2583,Matt,Queiro,2,TE,Receiving,35,74,241,Oregon City,Oregon City,OR,23,34,39,8,9,28,6,4,37,18,6,4,30,34,16,43,44,9,13,12,45,18,66,Average,Adversarial,Focused,Average,Average,54,C+,4,42,FALSE,
3192,Anderson,De La Cruz,2,SS,Man Coverage,37,72,200,North Cobb,Kennesaw,GA,12,37,20,30,48,29,8,12,5,7,4,4,14,4,32,57,18,27,6,6,45,53,34,Average,Average,Average,Prefers to play for a national championship contender,Average,52,B-,4,42,FALSE,
3479,Jose,Castillo,2,C,Balanced,39,76,294,Langston Hughes,Fairburn,GA,9,24,15,11,12,29,8,8,42,11,6,2,8,37,16,21,58,14,11,8,65,67,34,Average,Average,Average,Average,Average,66,A,4,42,FALSE,
1878,Matthew,Wilkins,2,OT,Balanced,38,77,289,Brunswick,Brunswick,OH,8,19,22,11,6,20,8,1,39,14,2,12,13,39,10,21,54,7,8,11,66,48,50,Average,Average,Average,Average,Average,40,C+,4,42,FALSE,
2014,Max,Mundt,2,WR,Speed,39,71,194,Menlo-Atherton,Atherton,CA,20,37,38,12,13,28,5,4,12,9,8,4,31,12,6,71,20,4,5,14,57,66,64,Average,Average,Average,Is going to school mainly for academics,Persistant,48,C+,4,42,FALSE,
2153,Christian,Medina,2,DE,Balanced,33,77,258,Magnolia West,Magnolia,TX,15,33,10,7,11,24,3,0,6,35,4,10,6,1,34,37,31,37,5,5,38,48,56,Average,Average,Average,Average,Average,32,C,4,42,FALSE,
2238,Khyri,Gamboa,2,OLB,Run Stopper,32,75,259,Stonewall Jackson,Manassas,VA,13,23,13,27,32,20,1,3,5,17,3,9,5,9,42,39,47,44,6,8,61,58,69,Average,Average,Intelligent,Average,Loud,43,C+,4,42,FALSE,
2719,Max,Carr,2,CB,Man Coverage,34,72,194,P.K. Yonge,Gainesville,FL,6,34,9,30,46,25,3,8,4,8,4,3,14,6,4,49,15,15,9,14,64,17,13,Average,Average,Average,Prefers to be close to home,Average,23,C-,4,42,FALSE,
2741,Nick,Matusz,2,RB,Balanced,35,70,209,Summit Academy,Bluffdale,UT,29,34,29,7,14,25,8,3,33,4,11,7,13,9,12,63,26,14,5,13,57,37,64,Average,Hates Tags,Average,Average,Average,63,B+,4,42,FALSE,
3042,Luis,King,2,FS,Ball Hawk,35,72,199,Oak Harbor,Oak Harbor,OH,11,40,33,41,40,27,8,7,8,3,10,10,12,4,24,47,12,26,7,9,36,45,38,Average,Average,Average,Average,Average,52,C+,4,42,FALSE,
3123,Edward,Suarez,2,QB,Balanced,33,74,212,Shabazz,Newark,NJ,10,22,10,14,13,28,8,3,11,6,11,11,6,5,2,40,18,13,42,39,51,35,35,Average,Average,Focused,Average,Average,44,C,4,42,FALSE,
5167,Jermaine,Shuck,4,CB,Man Coverage,45,72,193,Spalding,Griffin,GA,23,47,15,46,59,33,16,6,9,12,17,8,18,13,19,61,22,19,19,16,19,44,63,Average,Average,Average,Average,Average,58,B+,3,42,FALSE,
5184,Ben,Rivera,4,QB,Pocket,44,76,224,Kingsburg,Kingsburg,CA,20,28,17,23,22,38,13,7,9,9,11,12,10,16,8,42,30,20,52,57,18,51,38,Average,Average,Average,Average,Average,52,C+,3,42,FALSE,
5403,Kameron,Vaccaro,3,RB,Speed,37,70,192,Annapolis Area Christian,Severn,MD,21,35,24,16,21,30,2,7,30,10,10,5,0,8,7,66,30,18,16,14,35,65,31,Average,Market-driven,Average,Average,Average,46,B-,3,42,FALSE,
5311,Cole,Ibaka,4,OT,Run Blocking,43,76,305,Hutto,Hutto,TX,22,29,15,21,20,34,14,14,36,17,10,14,7,51,15,27,56,18,18,19,62,60,68,Less likely to get academic probation,I'm the starter,Average,Average,Average,48,B-,3,42,FALSE,
5719,Patrick,Ellis,3,OLB,Pass Rush,36,75,236,Hopewell,Hopewell,VA,14,46,12,21,26,29,5,3,3,47,1,10,8,5,36,44,34,42,15,10,68,52,70,Class Clown,Average,Perfectionist,Average,Average,42,C+,3,42,FALSE,
5807,Stolmy,Triner,3,OG,Pass Blocking,38,75,294,Brooks,Killen,AL,21,18,19,15,18,30,9,7,48,11,9,9,4,27,10,23,52,11,10,11,76,67,57,Average,Average,Average,Average,Persistant,42,C+,3,42,FALSE,
5895,Wes,Bucannon,3,WR,Possesion,38,72,197,Daniel Boone,Gray,TN,24,36,49,12,13,26,10,9,6,11,6,2,27,13,10,52,28,11,12,13,45,30,40,Naturally book smart,Hometown hero,Average,Average,Average,30,D+,3,42,FALSE,
5954,Christopher,Gosewisch,3,FS,Zone Coverage,40,70,194,Mounds View,Arden Hills,MN,13,46,10,53,37,38,7,3,6,8,9,3,9,9,28,53,18,24,14,15,57,35,56,Average,Average,Average,Average,Average,53,B-,3,42,FALSE,
6277,James,Hollins,3,DE,Run Stopper,36,75,291,La Vega,Waco,TX,15,33,12,15,12,23,2,9,6,34,8,5,6,8,42,45,39,39,12,13,53,44,62,Average,Adversarial,Selfish,Average,Average,44,B-,3,42,FALSE,
6403,Ezequiel,Infante,3,FB,Blocking,39,73,245,Dunbar,Fort Myers,FL,19,29,24,14,14,30,3,2,51,3,9,5,6,48,3,43,48,15,17,14,51,44,38,Skips classes often,Average,Absent Minded,Average,Average,65,B,3,42,FALSE,
6512,Devin,Klein,3,DT,Nose Tackle,36,74,316,Carlsbad,Carlsbad,CA,13,26,10,14,14,25,8,5,9,21,3,8,6,10,40,22,49,43,19,16,59,41,52,Average,Average,Average,Average,Average,34,C+,3,42,FALSE,
6591,Stephen,Anunoby,3,ILB,Speed,34,73,221,Canadian,Canadian,TX,10,41,12,37,40,27,1,2,4,18,10,7,5,5,40,54,34,31,14,16,41,50,54,Average,Average,Average,Average,Average,34,C,3,42,FALSE,
7308,Henderson,Peguero,2,TE,Vertical Threat,28,75,228,DeLand,DeLand,FL,17,29,32,12,13,21,8,8,22,19,10,2,12,26,13,52,40,7,6,8,41,35,59,Average,Average,Outgoing,Average,Average,40,C+,3,42,FALSE,
7970,Tyler,Looney,2,K,Accuracy,31,70,191,Palm Desert,Palm Desert,CA,7,10,6,11,6,22,46,19,8,4,11,8,10,8,6,13,3,6,13,13,47,65,58,Average,Average,Frail,Average,Average,44,C,3,42,FALSE,
8166,Jefry,Verlander,2,C,Run Blocking,33,76,297,Plantation,Plantation,FL,8,19,12,13,11,23,2,10,28,17,3,7,12,40,2,21,49,6,12,7,50,46,63,Average,Average,Average,Average,Average,55,B-,3,42,FALSE,
8621,Amari,den Dekker,2,SS,Ball Hawk,31,73,195,McKinney North,McKinney,TX,11,30,35,35,33,23,3,6,5,4,7,4,9,3,23,49,12,18,7,14,57,50,69,Average,Average,Book Worm,Legacy,Average,48,B-,3,42,FALSE,
6898,Todd,Harris,2,QB,Pocket,30,77,230,Darlington,Rome,GA,15,7,11,8,10,22,3,5,9,4,8,10,5,6,3,29,13,10,42,41,49,59,49,Studies hard,Average,Average,Average,Footwork king,40,C,3,42,FALSE,
7032,Cole,Hill,2,RB,Receiving,33,71,195,Okemos,Okemos,MI,20,36,33,11,7,22,2,6,19,7,3,2,30,2,0,57,18,7,5,5,63,55,29,Wants to finish degree,Average,Average,Average,Average,43,C,3,42,FALSE,
7153,Quenton,Thomas,2,DT,Balanced,30,76,293,Hoke County,Raeford,NC,16,28,21,11,10,21,8,10,5,28,9,6,4,8,31,26,35,37,7,13,39,32,36,Average,Average,Average,Average,Average,60,A-,3,42,FALSE,
7228,Joaquin,Mauldin,2,WR,Possesion,35,75,189,East Bay,Gibsonton,FL,26,29,39,13,10,25,0,12,10,1,6,10,31,10,8,53,24,10,9,14,56,66,39,Average,Average,Average,Average,Average,62,B-,3,42,FALSE,
7397,Vince,Tejeda,2,DE,Run Stopper,31,75,295,Pine-Richland,Gibsonia,PA,13,26,11,11,8,18,8,2,10,27,2,1,10,6,38,37,40,35,12,11,80,61,43,Average,Average,Motivational,Average,Average,42,C+,3,42,FALSE,
7603,Stevan,Overton,2,OT,Balanced,32,76,305,Byron Center,Byron Center,MI,8,19,14,7,12,19,1,9,30,13,0,6,3,31,11,20,50,15,11,12,36,19,54,Average,Average,Average,Prefers to play for a recent national championship winner,Average,35,C,3,42,FALSE,
7901,Kelvin,Payne,2,CB,Ball Hawk,34,71,191,Ottawa-Glandorf,Ottawa,OH,13,41,30,31,37,20,6,6,6,9,11,7,8,8,6,50,9,11,9,9,50,58,48,Average,Average,Average,Prefers to play for a national championship contender,Track Athlete,46,C+,3,42,FALSE,
8068,Austin,Allen,2,OLB,Pass Rush,30,74,238,St. Augustine,St. Augustine,FL,7,36,13,18,19,19,10,2,10,45,2,7,1,1,21,43,27,40,10,13,50,53,86,Teacher's Pet,Average,Average,Average,Average,42,C,3,42,FALSE,
10447,Corey,Brown,4,QB,Pocket,38,77,222,Hardaway,Columbus,GA,19,17,16,15,18,38,9,12,14,8,10,11,15,14,15,36,22,19,47,46,29,74,23,Average,Average,Average,Average,Average,45,B-,2,42,FALSE,
10520,Malik,Carpenter,3,WR,Speed,36,71,193,Silsbee,Silsbee,TX,22,36,34,17,12,23,5,8,11,5,7,0,30,18,9,63,16,6,15,12,28,11,54,Average,Average,Average,Prefers to play for a specific coach,Persistant,58,C+,2,42,FALSE,
10362,Sterling,Moore,4,K,Accuracy,36,71,200,Pelham,Pelham,AL,24,21,21,18,24,31,49,26,16,7,16,22,10,8,13,18,10,11,24,21,52,26,54,Less likely to get academic probation,Average,Average,Average,Complacent,40,C,2,42,FALSE,
10310,Ian,Metu,4,DE,Run Stopper,39,75,272,Watertown,Watertown,TN,18,37,25,18,18,28,10,8,12,35,11,8,14,14,41,48,42,47,20,17,41,61,50,Average,Average,Average,Average,Average,37,C-,2,42,FALSE,
10727,Kyle,McCarthy,3,CB,Zone Coverage,33,71,188,Riley County,Riley,KS,20,34,8,46,32,22,4,7,8,5,4,7,9,0,11,44,18,18,10,14,41,67,53,Average,Average,Vindictive,Average,Average,26,C-,2,42,FALSE,
10806,Travis,Figueroa,3,TE,Receiving,33,76,240,Tompkins,Katy,TX,23,32,38,17,19,22,4,9,33,18,3,7,29,32,18,45,42,13,13,12,63,46,45,Seeks out tutoring,Championship seeking,Intelligent,Average,Average,48,B,2,42,FALSE,
10895,Trevor,Mercer,3,DT,Pass Rusher,31,73,287,Woodbridge,Woodbridge,VA,20,32,17,14,20,23,5,3,6,35,7,9,5,5,27,36,36,37,13,15,66,47,74,Average,Average,Average,Average,Average,58,B+,2,42,FALSE,
10954,Chris,Bray,3,OT,Pass Blocking,36,76,299,Catoosa,Catoosa,OK,15,18,10,12,14,27,11,2,43,18,6,6,10,28,12,23,52,11,18,17,38,76,23,Average,Market-driven,Average,Average,Average,47,C,2,42,FALSE,
11225,Adam,Bell,3,RB,Speed,33,70,192,Wai'anae,Wai'anae,HI,28,32,20,11,11,23,11,7,25,3,3,2,8,3,8,66,27,19,18,12,56,42,48,Has other priorities,Average,Average,Average,Average,48,B,2,42,FALSE,
11470,Casey,Kepler,3,OLB,Pass Rush,33,77,247,Meadowbrook,Byesville,OH,16,42,18,19,27,27,6,5,9,43,9,6,11,8,33,46,30,36,10,17,34,49,60,Average,Average,Average,Prefers to play for an up-and-coming team,Average,42,C,2,42,FALSE,
11578,Kyle,Flande,3,C,Run Blocking,35,75,290,Cedar Hill,Cedar Hill,TX,14,18,20,18,14,27,8,7,30,13,10,2,10,40,7,24,55,19,10,10,45,21,75,Average,Average,Average,Average,Average,57,B-,2,42,FALSE,
11628,Jaboree,Tate,3,ILB,Field General,35,73,227,Northwestern,Hyattsville,MD,20,37,20,36,31,42,6,4,5,20,4,7,4,2,34,46,35,33,15,12,53,38,31,Sits at the back in class,Hates Tags,Average,Average,Average,54,C+,2,42,FALSE,
12135,Mike,Rollins,2,OG,Run Blocking,29,74,299,Newman Central Catholic,Sterling,IL,13,14,8,15,16,22,9,6,23,15,9,7,10,35,2,18,42,10,13,12,60,51,50,Average,Money motivated,Average,Average,Average,56,B-,2,42,FALSE,
12574,Andrew,Bianchi,2,FS,Zone Coverage,29,71,195,Broken Bow,Broken Bow,OK,8,30,11,37,27,24,6,6,10,8,9,9,4,7,16,46,6,21,8,11,63,79,35,Average,Average,Average,Average,Average,33,C,2,42,FALSE,
13078,Weston,Castro,2,SS,Run Stopper,27,72,199,Morse,San Diego,CA,11,26,12,25,23,20,0,7,7,5,4,4,10,4,29,41,20,31,5,8,30,55,67,Average,Money motivated,Average,Average,Average,37,C,2,42,FALSE,
13646,Matt,Pedroia,2,FB,Blocking,28,73,239,East Chambers,Winnie,TX,11,15,14,7,9,23,3,5,37,10,3,4,9,37,2,31,38,6,11,9,57,60,43,Teacher's Pet,Average,Popular,Prefers to play for a specific coach,Average,55,B+,2,42,FALSE,
11874,Chris,Zeitler,2,WR,Possesion,30,73,183,Cleveland,Clayton,NC,23,31,37,8,10,19,9,6,6,2,5,7,24,10,10,42,15,3,12,8,35,49,37,Has other priorities,Average,Average,Average,Average,54,B,2,42,FALSE,
12027,Mike,Hill,2,OLB,Pass Rush,27,76,240,Hattiesburg,Hattiesburg,MS,12,36,9,19,19,18,4,2,1,37,4,6,3,6,24,42,23,31,12,5,72,33,68,Average,Average,Average,Average,Average,47,C+,2,42,FALSE,
12155,Markus,Joseph,2,RB,Balanced,30,70,214,Derry,Derry,PA,25,33,23,7,12,23,3,6,27,4,3,8,6,2,8,53,19,14,8,11,87,39,40,Less likely to get academic probation,Average,Average,Average,Average,76,A-,2,42,FALSE,
12236,Shilique,Garcia,2,DE,Speed Rusher,29,76,243,Calallen,Corpus Christi,TX,15,31,11,12,11,17,3,5,6,34,7,1,10,3,27,39,28,32,7,8,67,45,62,Average,Market-driven,Average,Average,Average,51,C+,2,42,FALSE,
12741,Aaron,Bryant,2,OT,Pass Blocking,29,74,281,Liberty County,Hinesville,GA,11,11,11,12,15,18,4,10,40,11,4,2,6,19,8,15,43,12,13,7,22,40,58,Average,Wants extensions,Average,Average,Average,42,B-,2,42,FALSE,
12857,Jalen,Nkansah,2,CB,Man Coverage,31,73,194,L'Anse Creuse North,Macomb,MI,14,38,16,23,44,18,8,8,1,9,5,6,13,0,5,46,6,11,13,7,42,40,39,Average,Average,Reliable,Open-Minded,Average,47,C,2,42,FALSE,
13079,Carter,Kerr,2,QB,Scrambler,32,71,229,Dixie County,Cross City,FL,27,28,7,12,7,25,9,5,11,9,3,5,5,9,10,73,28,8,30,28,22,56,49,Average,Hates Tags,Average,Average,Average,54,B-,2,42,FALSE,
13172,PJ,Gomes,2,TE,Receiving,25,77,236,Reynoldsburg,Reynoldsburg,OH,16,28,26,12,14,20,1,6,31,19,5,2,16,26,6,34,35,15,13,13,14,38,42,Average,Average,Average,Average,Track Athlete,31,D+,2,42,FALSE,
15083,Deiondre',Morales,4,DE,Speed Rusher,38,77,238,East,Akron,OH,17,45,16,21,25,30,6,8,6,44,9,8,6,8,31,47,41,34,24,16,71,57,40,Average,Average,Jokester,Average,Average,64,B,1,42,FALSE,
15129,Arden,Niang,4,OG,Balanced,38,75,286,Lake Ridge,Mansfield,TX,17,25,20,17,20,25,14,8,41,15,9,6,8,35,10,26,51,21,23,15,37,2,60,Average,Championship seeking,Average,Average,Average,47,C+,1,42,FALSE,
15452,Allen,Esch,3,C,Run Blocking,31,76,287,Liberty,Hillsboro,OR,13,17,17,19,12,21,3,0,25,13,10,9,7,38,14,21,49,19,14,17,44,38,71,Average,Average,Average,Average,Average,63,B+,1,42,FALSE,
15282,Pau,Baez,4,RB,Receiving,37,68,199,Jackson,Jackson,GA,23,42,36,15,18,24,8,12,27,12,14,6,34,6,14,61,26,22,16,21,59,26,35,Average,Adversarial,Average,Prefers to play for a team with a rich history,Average,43,C+,1,42,FALSE,
15667,Vontarrius,Winkler,3,ILB,Run Stopper,29,74,235,Port St. Joe,Port St. Joe,FL,13,28,17,25,22,21,8,10,2,13,10,4,8,3,43,40,39,34,17,10,40,63,66,Average,Average,Tough,Average,Center of Attention,33,C-,1,42,FALSE,
15753,PJ,Johnson,3,WR,Route Runner,32,70,175,Richards,Oak Lawn,IL,18,37,32,12,18,21,6,3,0,6,6,9,31,15,6,49,13,0,18,10,41,87,58,Average,Average,Average,Average,Average,50,C+,1,42,FALSE,
15842,George,Stammen,3,DT,Pass Rusher,29,73,286,Mandarin,Jacksonville,FL,14,29,20,12,12,22,5,10,8,32,0,6,7,9,29,33,30,33,14,18,45,70,63,Average,I'm the starter,Average,Average,Average,64,B,1,42,FALSE,
15902,Byron,Williams,3,SS,Run Stopper,32,71,205,Ubly,Ubly,MI,13,35,11,32,28,21,7,4,8,6,2,8,5,3,31,49,27,34,15,15,37,63,54,Average,Money motivated,Average,Average,Loud,47,C+,1,42,FALSE,
16217,Bryce,Zastryzny,3,OT,Run Blocking,31,74,303,Rockmart,Rockmart,GA,19,12,17,17,18,22,2,6,22,12,1,3,9,37,9,21,49,17,16,16,66,44,46,Average,Average,Average,Average,Average,30,C,1,42,FALSE,
16364,Eddie,Williams,3,K,Power,32,71,190,Seton Hall Prep,West Orange,NJ,15,11,19,17,16,25,21,45,1,2,12,18,2,4,4,11,5,4,14,12,66,41,63,Average,Average,Average,Average,Footwork king,67,A-,1,42,FALSE,
16418,Jose,Rosen,3,CB,Ball Hawk,31,70,180,Damien,Honolulu,HI,12,34,28,33,34,19,2,4,1,2,1,8,7,9,9,44,16,15,18,11,33,44,54,Average,Hates Tags,Average,Prefers to play with former teammates,Average,50,C+,1,42,FALSE,
16534,Duke,Villanueva,3,QB,Pocket,31,76,227,Burgettstown,Burgettstown,PA,19,10,12,14,15,18,6,8,3,8,6,6,4,9,2,35,13,11,45,43,55,60,30,Average,Average,Average,Average,Average,40,C+,1,42,FALSE,
16861,Jackson,Garcia-Williams,2,OLB,Pass Rush,26,76,240,Mira Costa,Manhattan Beach,CA,9,29,13,18,17,18,7,6,9,37,8,2,5,4,22,38,24,29,11,6,48,60,88,Average,Market-driven,Average,Average,Average,51,B-,1,42,FALSE,
17474,Patrick,Jenkins,2,TE,Vertical Threat,25,75,235,Katy,Katy,TX,18,27,28,12,10,14,1,10,20,14,7,4,13,24,14,49,35,9,13,9,60,67,68,Average,Average,Average,Average,Average,60,B-,1,42,FALSE,
17943,Beau,Johnson,2,FS,Run Stopper,24,72,206,Sulphur,Sulphur,OK,15,30,10,22,22,19,5,2,7,1,1,6,1,3,19,39,17,29,7,12,57,67,31,Teacher's Pet,Average,Average,Average,Lazy,54,B-,1,42,FALSE,
18579,Kevin,Mizzell,2,FB,Blocking,26,73,242,Whiting,Whiting,IN,11,14,12,10,6,14,8,1,33,0,9,5,9,40,4,25,34,14,12,11,80,27,57,Average,Average,Average,Average,Average,48,C+,1,42,FALSE,
16843,Tanner,Davis,2,RB,Speed,22,71,208,Jesuit,Tampa,FL,14,22,10,14,12,18,2,6,19,9,6,9,9,9,4,52,12,14,14,11,78,61,43,Average,Average,Average,Average,Average,43,C,1,42,FALSE,
16976,Denver,Trivino,2,DE,Speed Rusher,26,77,246,Rising Sun,North East,MD,7,34,8,14,13,17,10,10,0,30,9,3,6,5,17,39,30,27,7,12,31,61,25,Average,Adversarial,Average,Average,Focuses on Max Weight,46,B-,1,42,FALSE,
17115,Danny,Hudson,2,OLB,Speed,25,74,228,Davidson,Mobile,AL,8,28,10,26,24,15,8,9,2,10,2,4,8,3,27,51,29,29,13,10,57,62,67,Average,Average,Relaxed,Average,Average,45,C,1,42,FALSE,
17197,Francisco,Hedges,2,OT,Balanced,27,75,291,Sheldon,Sacramento,CA,11,10,18,7,11,19,4,4,27,6,10,4,1,27,10,20,40,12,14,14,60,79,68,Average,Average,Average,Average,Track Athlete,43,C+,1,42,FALSE,
17318,Rashaad,Pinson,2,WR,Route Runner,28,71,177,White,Jacksonville,FL,12,32,30,10,14,15,8,8,10,1,4,6,24,10,3,50,12,1,10,13,66,61,43,Average,Average,Jokester,Average,Center of Attention,40,C+,1,42,FALSE,
17864,Xavier,Hughlett,2,CB,Man Coverage,28,71,199,Hilliard Bradley,Hilliard,OH,14,31,7,21,37,16,2,0,1,1,2,2,6,2,6,45,12,7,5,14,61,54,62,Average,Average,Average,Average,Gym Rat,37,C,1,42,FALSE,
18083,Justin,Goedert,2,QB,Scrambler,26,71,234,Westlake,Austin,TX,29,27,5,6,13,20,3,8,9,10,4,4,2,4,7,64,17,12,24,24,42,46,26,Average,Average,Absent Minded,Average,Center of Attention,56,B+,1,42,FALSE,
18141,C.J.,Chacin,2,TE,Vertical Threat,26,75,215,Chino Hills,Chino Hills,CA,17,27,27,8,11,15,4,8,23,12,5,7,14,30,13,47,31,13,6,7,23,44,27,Average,Average,Average,Average,Average,47,C+,1,42,FALSE,
106,Russell,Latimer,4,QB,Scrambler,48,72,239,Swartz Creek,Swartz Creek,MI,41,44,20,26,24,37,12,12,11,16,11,17,8,15,7,82,45,18,45,51,33,49,67,Average,Average,Frail,Average,Focuses on Max Reps,64,A,4,43,FALSE,
771,John,Moore,3,C,Balanced,38,76,285,Radford,Radford,VA,12,24,25,16,21,29,8,10,40,17,8,4,2,38,15,24,53,14,17,12,73,51,56,Average,Average,Average,Average,Average,47,C+,4,43,FALSE,
447,Anthony,Gomes,4,OLB,Speed,42,73,214,Modesto Christian,Modesto,CA,18,49,25,45,45,32,13,15,11,28,6,10,6,7,42,67,46,47,19,22,25,36,50,Average,Average,Average,Average,Average,36,C,4,43,FALSE,
281,Jaylen,Lengel,4,RB,Power,45,72,220,Victor,Victor,NY,42,43,32,23,21,37,10,11,42,17,14,15,11,13,12,73,40,16,15,19,50,49,46,Average,Average,Average,Average,Average,58,B+,4,43,FALSE,
720,Luke,Halton,3,DE,Balanced,40,76,275,Kinder,Kinder,LA,13,41,24,19,16,33,5,7,12,38,3,10,3,8,41,44,44,42,18,18,87,20,37,Average,Adversarial,Average,Prefers to play for a national championship contender,Complacent,50,B-,4,43,FALSE,
807,Julian,Richards,3,CB,Man Coverage,36,72,190,Ithaca,Ithaca,MI,17,41,12,31,49,25,2,7,1,9,5,3,12,1,12,52,13,14,14,12,46,54,36,Average,Average,Reserved,Average,Film Room Genius,14,D,4,43,FALSE,
892,Elvis,Bass,3,DT,Balanced,39,75,304,Montgomery County,Mt. Vernon,GA,10,35,24,13,21,27,4,3,8,32,4,9,6,8,44,33,43,48,14,14,53,63,77,Naturally book smart,Average,Eccentric,Average,Average,36,C,4,43,FALSE,
945,Sam,Graterol,3,ILB,Coverage,38,75,238,Ben Lomond,Ogden,UT,15,42,29,47,46,29,5,9,12,20,6,3,8,2,37,51,39,48,19,14,57,45,45,Average,Average,Focused,Prefers to play for a specific coach,Complacent,44,C,4,43,FALSE,
1168,Koyie,Davies,3,WR,Possesion,45,73,190,Sierra Vista,Las Vegas,NV,28,39,58,18,21,35,8,6,8,5,7,4,36,14,5,56,32,10,11,17,34,43,41,Average,Average,Average,Prefers to play in a different state,Average,68,A,4,43,FALSE,
1354,Walt,Davis,3,OT,Balanced,43,77,299,Stoneman Douglas,Parkland,FL,15,27,16,21,15,32,10,10,40,21,7,2,15,43,21,24,61,14,19,13,45,51,48,Tutor,Average,Disloyal,Average,Average,65,A-,4,43,FALSE,
1491,Keion,Andriese,3,FS,Ball Hawk,41,71,194,Sante Fe Christian,Solana Beach,CA,20,43,39,48,45,30,3,11,3,8,7,4,4,11,28,57,15,27,12,15,70,29,36,Average,Average,Average,Prefers to play for a team where he can start immediately,Average,60,B-,4,43,FALSE,
1568,Steven,Tucker,3,OG,Pass Blocking,43,75,292,Bettendorf,Bettendorf,IA,19,27,19,21,12,33,11,8,54,14,1,11,13,31,18,25,56,11,11,15,74,36,64,Average,Average,Average,Average,Quiet,57,B,4,43,FALSE,
2402,Aaron,Yabusele,2,TE,Vertical Threat,33,75,211,Atlantic,Delray Beach,FL,23,31,38,7,10,24,3,6,31,16,5,10,23,31,11,58,35,11,12,13,55,43,45,Average,Average,Average,Average,Average,37,C+,4,43,FALSE,
2836,Ruben,Jones,2,SS,Man Coverage,35,72,205,Pleasant Grove,Texarkana,TX,10,32,14,31,50,27,11,4,3,4,12,10,12,6,33,52,18,25,13,12,81,71,26,Average,Average,Average,Average,Average,50,B-,4,43,FALSE,
3219,Chris,Suarez,2,P,Accuracy,22,73,199,Duchesne,Duchesne,UT,13,12,11,12,6,22,16,14,9,3,33,11,10,4,8,18,6,6,6,6,62,70,52,Teacher's Pet,Average,Teamwork,Average,Average,50,B,4,43,FALSE,
3535,Denzel,Adam,2,FB,Balanced,36,72,231,Lyman,Longwood,FL,22,30,26,8,14,23,5,7,44,6,6,5,11,43,19,40,46,12,11,10,57,43,31,Average,Average,Lazy,Average,Average,43,C,4,43,FALSE,
1853,Jarrad,Mo Pena,2,QB,Balanced,35,74,208,Benjamin,Palm Beach Gardens,FL,9,25,14,11,12,31,3,11,7,10,5,10,4,9,8,43,24,17,40,42,41,31,30,Average,Average,Average,Average,Average,45,C,4,43,FALSE,
1966,Hector,Keller,2,DE,Balanced,35,75,267,Clarkston,Clarkston,MI,8,36,19,7,12,28,9,7,6,34,9,6,5,3,32,39,38,42,14,12,56,10,89,Average,Average,Average,Average,Skips Leg Day,57,C+,4,43,FALSE,
2108,Tyus,Gentry,2,WR,Speed,36,71,182,Whitehall-Yearling,Whitehall,OH,20,36,32,13,15,21,7,11,10,5,11,9,33,12,8,67,15,13,12,13,64,66,36,Average,Average,Average,Prefers to play for an up-and-coming team,Average,53,C+,4,43,FALSE,
2222,Ty,Skaggs,2,OT,Pass Blocking,33,76,297,Atlantic Coast,Jacksonville,FL,15,21,15,8,11,23,9,7,39,16,5,2,6,24,8,16,49,9,9,8,30,33,27,Average,Average,Intelligent,Prefers to play with former teammates,Film Room Genius,31,C-,4,43,FALSE,
2671,Kyle,Joe,2,RB,Speed,33,72,209,T.L. Hanna,Anderson,SC,20,30,22,12,14,29,4,4,28,10,2,12,7,1,10,65,20,9,10,12,56,22,63,Average,Average,Average,Average,Skips Leg Day,54,C+,4,43,FALSE,
